time,pitch,roll,yaw,trans_ap,trans_ml,trans_ud,scale
0.088,0,5.2517,0,0,0,0,1
0.089,0,5.3051,0,0,0,0,1
0.09,0,5.3583,0,0,0,0,1
0.091,0,5.4112,0,0,0,0,1
0.092,0,5.4639,0,0,0,0,1
0.093,0,5.5165,0,0,0,0,1
0.094,0,5.5688,0,0,0,0,1
0.095,0,5.6208,0,0,0,0,1
0.096,0,5.6727,0,0,0,0,1
0.097,0,5.7243,0,0,0,0,1
0.098,0,5.7757,0,0,0,0,1
0.099,0,5.8269,0,0,0,0,1
0.1,0,5.8779,0,0,0,0,1
0.101,0,5.9286,0,0,0,0,1
0.102,0,5.979,0,0,0,0,1
0.103,0,6.0293,0,0,0,0,1
0.104,0,6.0793,0,0,0,0,1
0.105,0,6.1291,0,0,0,0,1
0.106,0,6.1786,0,0,0,0,1
0.107,0,6.2279,0,0,0,0,1
0.108,0,6.2769,0,0,0,0,1
0.109,0,6.3257,0,0,0,0,1
0.11,0,6.3742,0,0,0,0,1
0.111,0,6.4225,0,0,0,0,1
0.112,0,6.4706,0,0,0,0,1
0.113,0,6.5183,0,0,0,0,1
0.114,0,6.5659,0,0,0,0,1
0.115,0,6.6131,0,0,0,0,1
0.116,0,6.6601,0,0,0,0,1
0.117,0,6.7069,0,0,0,0,1
0.118,0,6.7533,0,0,0,0,1
0.119,0,6.7995,0,0,0,0,1
0.12,0,6.8455,0,0,0,0,1
0.121,0,6.8911,0,0,0,0,1
0.122,0,6.9365,0,0,0,0,1
0.123,0,6.9817,0,0,0,0,1
0.124,0,7.0265,0,0,0,0,1
0.125,0,7.0711,0,0,0,0,1
0.126,0,7.1154,0,0,0,0,1
0.127,0,7.1594,0,0,0,0,1
0.128,0,7.2031,0,0,0,0,1
0.129,0,7.2465,0,0,0,0,1
0.13,0,7.2897,0,0,0,0,1
0.131,0,7.3326,0,0,0,0,1
0.132,0,7.3751,0,0,0,0,1
0.133,0,7.4174,0,0,0,0,1
0.134,0,7.4594,0,0,0,0,1
0.135,0,7.5011,0,0,0,0,1
0.136,0,7.5425,0,0,0,0,1
0.137,0,7.5836,0,0,0,0,1
0.138,0,7.6244,0,0,0,0,1
0.139,0,7.6649,0,0,0,0,1
0.14,0,7.7051,0,0,0,0,1
0.141,0,7.745,0,0,0,0,1
0.142,0,7.7846,0,0,0,0,1
0.143,0,7.8239,0,0,0,0,1
0.144,0,7.8629,0,0,0,0,1
0.145,0,7.9016,0,0,0,0,1
0.146,0,7.9399,0,0,0,0,1
0.147,0,7.9779,0,0,0,0,1
0.148,0,8.0157,0,0,0,0,1
0.149,0,8.0531,0,0,0,0,1
0.15,0,8.0902,0,0,0,0,1
0.151,0,8.1269,0,0,0,0,1
0.152,0,8.1634,0,0,0,0,1
0.153,0,8.1995,0,0,0,0,1
0.154,0,8.2353,0,0,0,0,1
0.155,0,8.2708,0,0,0,0,1
0.156,0,8.306,0,0,0,0,1
0.157,0,8.3408,0,0,0,0,1
0.158,0,8.3753,0,0,0,0,1
0.159,0,8.4094,0,0,0,0,1
0.16,0,8.4433,0,0,0,0,1
0.161,0,8.4768,0,0,0,0,1
0.162,0,8.5099,0,0,0,0,1
0.163,0,8.5428,0,0,0,0,1
0.164,0,8.5753,0,0,0,0,1
0.165,0,8.6074,0,0,0,0,1
0.166,0,8.6392,0,0,0,0,1
0.167,0,8.6707,0,0,0,0,1
0.168,0,8.7018,0,0,0,0,1
0.169,0,8.7326,0,0,0,0,1
0.17,0,8.7631,0,0,0,0,1
0.171,0,8.7932,0,0,0,0,1
0.172,0,8.8229,0,0,0,0,1
0.173,0,8.8523,0,0,0,0,1
0.174,0,8.8814,0,0,0,0,1
0.175,0,8.9101,0,0,0,0,1
0.176,0,8.9384,0,0,0,0,1
0.177,0,8.9664,0,0,0,0,1
0.178,0,8.9941,0,0,0,0,1
0.179,0,9.0213,0,0,0,0,1
0.18,0,9.0483,0,0,0,0,1
0.181,0,9.0748,0,0,0,0,1
0.182,0,9.1011,0,0,0,0,1
0.183,0,9.1269,0,0,0,0,1
0.184,0,9.1524,0,0,0,0,1
0.185,0,9.1775,0,0,0,0,1
0.186,0,9.2023,0,0,0,0,1
0.187,0,9.2267,0,0,0,0,1
0.188,0,9.2508,0,0,0,0,1
0.189,0,9.2745,0,0,0,0,1
0.19,0,9.2978,0,0,0,0,1
0.191,0,9.3207,0,0,0,0,1
0.192,0,9.3433,0,0,0,0,1
0.193,0,9.3655,0,0,0,0,1
0.194,0,9.3873,0,0,0,0,1
0.195,0,9.4088,0,0,0,0,1
0.196,0,9.4299,0,0,0,0,1
0.197,0,9.4506,0,0,0,0,1
0.198,0,9.471,0,0,0,0,1
0.199,0,9.491,0,0,0,0,1
0.2,0,9.5106,0,0,0,0,1
0.201,0,9.5298,0,0,0,0,1
0.202,0,9.5486,0,0,0,0,1
0.203,0,9.5671,0,0,0,0,1
0.204,0,9.5852,0,0,0,0,1
0.205,0,9.6029,0,0,0,0,1
0.206,0,9.6203,0,0,0,0,1
0.207,0,9.6372,0,0,0,0,1
0.208,0,9.6538,0,0,0,0,1
0.209,0,9.67,0,0,0,0,1
0.21,0,9.6858,0,0,0,0,1
0.211,0,9.7013,0,0,0,0,1
0.212,0,9.7163,0,0,0,0,1
0.213,0,9.731,0,0,0,0,1
0.214,0,9.7453,0,0,0,0,1
0.215,0,9.7592,0,0,0,0,1
0.216,0,9.7727,0,0,0,0,1
0.217,0,9.7858,0,0,0,0,1
0.218,0,9.7986,0,0,0,0,1
0.219,0,9.8109,0,0,0,0,1
0.22,0,9.8229,0,0,0,0,1
0.221,0,9.8345,0,0,0,0,1
0.222,0,9.8456,0,0,0,0,1
0.223,0,9.8564,0,0,0,0,1
0.224,0,9.8669,0,0,0,0,1
0.225,0,9.8769,0,0,0,0,1
0.226,0,9.8865,0,0,0,0,1
0.227,0,9.8958,0,0,0,0,1
0.228,0,9.9046,0,0,0,0,1
0.229,0,9.9131,0,0,0,0,1
0.23,0,9.9211,0,0,0,0,1
0.231,0,9.9288,0,0,0,0,1
0.232,0,9.9361,0,0,0,0,1
0.233,0,9.943,0,0,0,0,1
0.234,0,9.9495,0,0,0,0,1
0.235,0,9.9556,0,0,0,0,1
0.236,0,9.9613,0,0,0,0,1
0.237,0,9.9667,0,0,0,0,1
0.238,0,9.9716,0,0,0,0,1
0.239,0,9.9761,0,0,0,0,1
0.24,0,9.9803,0,0,0,0,1
0.241,0,9.984,0,0,0,0,1
0.242,0,9.9874,0,0,0,0,1
0.243,0,9.9903,0,0,0,0,1
0.244,0,9.9929,0,0,0,0,1
0.245,0,9.9951,0,0,0,0,1
0.246,0,9.9968,0,0,0,0,1
0.247,0,9.9982,0,0,0,0,1
0.248,0,9.9992,0,0,0,0,1
0.249,0,9.9998,0,0,0,0,1
0.25,0,10,0,0,0,0,1
0.251,0,9.9998,0,0,0,0,1
0.252,0,9.9992,0,0,0,0,1
0.253,0,9.9982,0,0,0,0,1
0.254,0,9.9968,0,0,0,0,1
0.255,0,9.9951,0,0,0,0,1
0.256,0,9.9929,0,0,0,0,1
0.257,0,9.9903,0,0,0,0,1
0.258,0,9.9874,0,0,0,0,1
0.259,0,9.984,0,0,0,0,1
0.26,0,9.9803,0,0,0,0,1
0.261,0,9.9761,0,0,0,0,1
0.262,0,9.9716,0,0,0,0,1
0.263,0,9.9667,0,0,0,0,1
0.264,0,9.9613,0,0,0,0,1
0.265,0,9.9556,0,0,0,0,1
0.266,0,9.9495,0,0,0,0,1
0.267,0,9.943,0,0,0,0,1
0.268,0,9.9361,0,0,0,0,1
0.269,0,9.9288,0,0,0,0,1
0.27,0,9.9211,0,0,0,0,1
0.271,0,9.9131,0,0,0,0,1
0.272,0,9.9046,0,0,0,0,1
0.273,0,9.8958,0,0,0,0,1
0.274,0,9.8865,0,0,0,0,1
0.275,0,9.8769,0,0,0,0,1
0.276,0,9.8669,0,0,0,0,1
0.277,0,9.8564,0,0,0,0,1
0.278,0,9.8456,0,0,0,0,1
0.279,0,9.8345,0,0,0,0,1
0.28,0,9.8229,0,0,0,0,1
0.281,0,9.8109,0,0,0,0,1
0.282,0,9.7986,0,0,0,0,1
0.283,0,9.7858,0,0,0,0,1
0.284,0,9.7727,0,0,0,0,1
0.285,0,9.7592,0,0,0,0,1
0.286,0,9.7453,0,0,0,0,1
0.287,0,9.731,0,0,0,0,1
0.288,0,9.7163,0,0,0,0,1
0.289,0,9.7013,0,0,0,0,1
0.29,0,9.6858,0,0,0,0,1
0.291,0,9.67,0,0,0,0,1
0.292,0,9.6538,0,0,0,0,1
0.293,0,9.6372,0,0,0,0,1
0.294,0,9.6203,0,0,0,0,1
0.295,0,9.6029,0,0,0,0,1
0.296,0,9.5852,0,0,0,0,1
0.297,0,9.5671,0,0,0,0,1
0.298,0,9.5486,0,0,0,0,1
0.299,0,9.5298,0,0,0,0,1
0.3,0,9.5106,0,0,0,0,1
0.301,0,9.491,0,0,0,0,1
0.302,0,9.471,0,0,0,0,1
0.303,0,9.4506,0,0,0,0,1
0.304,0,9.4299,0,0,0,0,1
0.305,0,9.4088,0,0,0,0,1
0.306,0,9.3873,0,0,0,0,1
0.307,0,9.3655,0,0,0,0,1
0.308,0,9.3433,0,0,0,0,1
0.309,0,9.3207,0,0,0,0,1
0.31,0,9.2978,0,0,0,0,1
0.311,0,9.2745,0,0,0,0,1
0.312,0,9.2508,0,0,0,0,1
0.313,0,9.2267,0,0,0,0,1
0.314,0,9.2023,0,0,0,0,1
0.315,0,9.1775,0,0,0,0,1
0.316,0,9.1524,0,0,0,0,1
0.317,0,9.1269,0,0,0,0,1
0.318,0,9.1011,0,0,0,0,1
0.319,0,9.0748,0,0,0,0,1
0.32,0,9.0483,0,0,0,0,1
0.321,0,9.0213,0,0,0,0,1
0.322,0,8.9941,0,0,0,0,1
0.323,0,8.9664,0,0,0,0,1
0.324,0,8.9384,0,0,0,0,1
0.325,0,8.9101,0,0,0,0,1
0.326,0,8.8814,0,0,0,0,1
0.327,0,8.8523,0,0,0,0,1
0.328,0,8.8229,0,0,0,0,1
0.329,0,8.7932,0,0,0,0,1
0.33,0,8.7631,0,0,0,0,1
0.331,0,8.7326,0,0,0,0,1
0.332,0,8.7018,0,0,0,0,1
0.333,0,8.6707,0,0,0,0,1
0.334,0,8.6392,0,0,0,0,1
0.335,0,8.6074,0,0,0,0,1
0.336,0,8.5753,0,0,0,0,1
0.337,0,8.5428,0,0,0,0,1
0.338,0,8.5099,0,0,0,0,1
0.339,0,8.4768,0,0,0,0,1
0.34,0,8.4433,0,0,0,0,1
0.341,0,8.4094,0,0,0,0,1
0.342,0,8.3753,0,0,0,0,1
0.343,0,8.3408,0,0,0,0,1
0.344,0,8.306,0,0,0,0,1
0.345,0,8.2708,0,0,0,0,1
0.346,0,8.2353,0,0,0,0,1
0.347,0,8.1995,0,0,0,0,1
0.348,0,8.1634,0,0,0,0,1
0.349,0,8.1269,0,0,0,0,1
0.35,0,8.0902,0,0,0,0,1
0.351,0,8.0531,0,0,0,0,1
0.352,0,8.0157,0,0,0,0,1
0.353,0,7.9779,0,0,0,0,1
0.354,0,7.9399,0,0,0,0,1
0.355,0,7.9016,0,0,0,0,1
0.356,0,7.8629,0,0,0,0,1
0.357,0,7.8239,0,0,0,0,1
0.358,0,7.7846,0,0,0,0,1
0.359,0,7.745,0,0,0,0,1
0.36,0,7.7051,0,0,0,0,1
0.361,0,7.6649,0,0,0,0,1
0.362,0,7.6244,0,0,0,0,1
0.363,0,7.5836,0,0,0,0,1
0.364,0,7.5425,0,0,0,0,1
0.365,0,7.5011,0,0,0,0,1
0.366,0,7.4594,0,0,0,0,1
0.367,0,7.4174,0,0,0,0,1
0.368,0,7.3751,0,0,0,0,1
0.369,0,7.3326,0,0,0,0,1
0.37,0,7.2897,0,0,0,0,1
0.371,0,7.2465,0,0,0,0,1
0.372,0,7.2031,0,0,0,0,1
0.373,0,7.1594,0,0,0,0,1
0.374,0,7.1154,0,0,0,0,1
0.375,0,7.0711,0,0,0,0,1
0.376,0,7.0265,0,0,0,0,1
0.377,0,6.9817,0,0,0,0,1
0.378,0,6.9365,0,0,0,0,1
0.379,0,6.8911,0,0,0,0,1
0.38,0,6.8455,0,0,0,0,1
0.381,0,6.7995,0,0,0,0,1
0.382,0,6.7533,0,0,0,0,1
0.383,0,6.7069,0,0,0,0,1
0.384,0,6.6601,0,0,0,0,1
0.385,0,6.6131,0,0,0,0,1
0.386,0,6.5659,0,0,0,0,1
0.387,0,6.5183,0,0,0,0,1
0.388,0,6.4706,0,0,0,0,1
0.389,0,6.4225,0,0,0,0,1
0.39,0,6.3742,0,0,0,0,1
0.391,0,6.3257,0,0,0,0,1
0.392,0,6.2769,0,0,0,0,1
0.393,0,6.2279,0,0,0,0,1
0.394,0,6.1786,0,0,0,0,1
0.395,0,6.1291,0,0,0,0,1
0.396,0,6.0793,0,0,0,0,1
0.397,0,6.0293,0,0,0,0,1
0.398,0,5.979,0,0,0,0,1
0.399,0,5.9286,0,0,0,0,1
0.4,0,5.8779,0,0,0,0,1
0.401,0,5.8269,0,0,0,0,1
0.402,0,5.7757,0,0,0,0,1
0.403,0,5.7243,0,0,0,0,1
0.404,0,5.6727,0,0,0,0,1
0.405,0,5.6208,0,0,0,0,1
0.406,0,5.5688,0,0,0,0,1
0.407,0,5.5165,0,0,0,0,1
0.408,0,5.4639,0,0,0,0,1
0.409,0,5.4112,0,0,0,0,1
0.41,0,5.3583,0,0,0,0,1
0.411,0,5.3051,0,0,0,0,1
0.412,0,5.2517,0,0,0,0,1
0.413,0,5.1982,0,0,0,0,1
0.414,0,5.1444,0,0,0,0,1
0.415,0,5.0904,0,0,0,0,1
0.416,0,5.0362,0,0,0,0,1
0.417,0,4.9819,0,0,0,0,1
0.418,0,4.9273,0,0,0,0,1
0.419,0,4.8725,0,0,0,0,1
0.42,0,4.8175,0,0,0,0,1
0.421,0,4.7624,0,0,0,0,1
0.422,0,4.707,0,0,0,0,1
0.423,0,4.6515,0,0,0,0,1
0.424,0,4.5958,0,0,0,0,1
0.425,0,4.5399,0,0,0,0,1
0.426,0,4.4838,0,0,0,0,1
0.427,0,4.4276,0,0,0,0,1
0.428,0,4.3712,0,0,0,0,1
0.429,0,4.3146,0,0,0,0,1
0.43,0,4.2578,0,0,0,0,1
0.431,0,4.2009,0,0,0,0,1
0.432,0,4.1438,0,0,0,0,1
0.433,0,4.0865,0,0,0,0,1
0.434,0,4.0291,0,0,0,0,1
0.435,0,3.9715,0,0,0,0,1
0.436,0,3.9137,0,0,0,0,1
0.437,0,3.8558,0,0,0,0,1
0.438,0,3.7978,0,0,0,0,1
0.439,0,3.7396,0,0,0,0,1
0.44,0,3.6812,0,0,0,0,1
0.441,0,3.6228,0,0,0,0,1
0.442,0,3.5641,0,0,0,0,1
0.443,0,3.5053,0,0,0,0,1
0.444,0,3.4464,0,0,0,0,1
0.445,0,3.3874,0,0,0,0,1
0.446,0,3.3282,0,0,0,0,1
0.447,0,3.2689,0,0,0,0,1
0.448,0,3.2094,0,0,0,0,1
0.449,0,3.1499,0,0,0,0,1
0.45,0,3.0902,0,0,0,0,1
0.451,0,3.0304,0,0,0,0,1
0.452,0,2.9704,0,0,0,0,1
0.453,0,2.9104,0,0,0,0,1
0.454,0,2.8502,0,0,0,0,1
0.455,0,2.7899,0,0,0,0,1
0.456,0,2.7295,0,0,0,0,1
0.457,0,2.669,0,0,0,0,1
0.458,0,2.6084,0,0,0,0,1
0.459,0,2.5477,0,0,0,0,1
0.46,0,2.4869,0,0,0,0,1
0.461,0,2.426,0,0,0,0,1
0.462,0,2.365,0,0,0,0,1
0.463,0,2.3039,0,0,0,0,1
0.464,0,2.2427,0,0,0,0,1
0.465,0,2.1814,0,0,0,0,1
0.466,0,2.1201,0,0,0,0,1
0.467,0,2.0586,0,0,0,0,1
0.468,0,1.9971,0,0,0,0,1
0.469,0,1.9355,0,0,0,0,1
0.47,0,1.8738,0,0,0,0,1
0.471,0,1.8121,0,0,0,0,1
0.472,0,1.7502,0,0,0,0,1
0.473,0,1.6883,0,0,0,0,1
0.474,0,1.6264,0,0,0,0,1
0.475,0,1.5643,0,0,0,0,1
0.476,0,1.5023,0,0,0,0,1
0.477,0,1.4401,0,0,0,0,1
0.478,0,1.3779,0,0,0,0,1
0.479,0,1.3156,0,0,0,0,1
0.48,0,1.2533,0,0,0,0,1
0.481,0,1.191,0,0,0,0,1
0.482,0,1.1286,0,0,0,0,1
0.483,0,1.0661,0,0,0,0,1
0.484,0,1.0036,0,0,0,0,1
0.485,0,0.94108,0,0,0,0,1
0.486,0,0.87851,0,0,0,0,1
0.487,0,0.81591,0,0,0,0,1
0.488,0,0.75327,0,0,0,0,1
0.489,0,0.6906,0,0,0,0,1
0.49,0,0.62791,0,0,0,0,1
0.491,0,0.56519,0,0,0,0,1
0.492,0,0.50244,0,0,0,0,1
0.493,0,0.43968,0,0,0,0,1
0.494,0,0.3769,0,0,0,0,1
0.495,0,0.31411,0,0,0,0,1
0.496,0,0.2513,0,0,0,0,1
0.497,0,0.18848,0,0,0,0,1
0.498,0,0.12566,0,0,0,0,1
0.499,0,0.062831,0,0,0,0,1
0.5,0,1.2246e-15,0,0,0,0,1
0.501,-0,-0.062831,-0,-0,-0,-0,1
0.502,-0,-0.12566,-0,-0,-0,-0,1
0.503,-0,-0.18848,-0,-0,-0,-0,1
0.504,-0,-0.2513,-0,-0,-0,-0,1
0.505,-0,-0.31411,-0,-0,-0,-0,1
0.506,-0,-0.3769,-0,-0,-0,-0,1
0.507,-0,-0.43968,-0,-0,-0,-0,1
0.508,-0,-0.50244,-0,-0,-0,-0,1
0.509,-0,-0.56519,-0,-0,-0,-0,1
0.51,-0,-0.62791,-0,-0,-0,-0,1
0.511,-0,-0.6906,-0,-0,-0,-0,1
0.512,-0,-0.75327,-0,-0,-0,-0,1
0.513,-0,-0.81591,-0,-0,-0,-0,1
0.514,-0,-0.87851,-0,-0,-0,-0,1
0.515,-0,-0.94108,-0,-0,-0,-0,1
0.516,-0,-1.0036,-0,-0,-0,-0,1
0.517,-0,-1.0661,-0,-0,-0,-0,1
0.518,-0,-1.1286,-0,-0,-0,-0,1
0.519,-0,-1.191,-0,-0,-0,-0,1
0.52,-0,-1.2533,-0,-0,-0,-0,1
0.521,-0,-1.3156,-0,-0,-0,-0,1
0.522,-0,-1.3779,-0,-0,-0,-0,1
0.523,-0,-1.4401,-0,-0,-0,-0,1
0.524,-0,-1.5023,-0,-0,-0,-0,1
0.525,-0,-1.5643,-0,-0,-0,-0,1
0.526,-0,-1.6264,-0,-0,-0,-0,1
0.527,-0,-1.6883,-0,-0,-0,-0,1
0.528,-0,-1.7502,-0,-0,-0,-0,1
0.529,-0,-1.8121,-0,-0,-0,-0,1
0.53,-0,-1.8738,-0,-0,-0,-0,1
0.531,-0,-1.9355,-0,-0,-0,-0,1
0.532,-0,-1.9971,-0,-0,-0,-0,1
0.533,-0,-2.0586,-0,-0,-0,-0,1
0.534,-0,-2.1201,-0,-0,-0,-0,1
0.535,-0,-2.1814,-0,-0,-0,-0,1
0.536,-0,-2.2427,-0,-0,-0,-0,1
0.537,-0,-2.3039,-0,-0,-0,-0,1
0.538,-0,-2.365,-0,-0,-0,-0,1
0.539,-0,-2.426,-0,-0,-0,-0,1
0.54,-0,-2.4869,-0,-0,-0,-0,1
0.541,-0,-2.5477,-0,-0,-0,-0,1
0.542,-0,-2.6084,-0,-0,-0,-0,1
0.543,-0,-2.669,-0,-0,-0,-0,1
0.544,-0,-2.7295,-0,-0,-0,-0,1
0.545,-0,-2.7899,-0,-0,-0,-0,1
0.546,-0,-2.8502,-0,-0,-0,-0,1
0.547,-0,-2.9104,-0,-0,-0,-0,1
0.548,-0,-2.9704,-0,-0,-0,-0,1
0.549,-0,-3.0304,-0,-0,-0,-0,1
0.55,-0,-3.0902,-0,-0,-0,-0,1
0.551,-0,-3.1499,-0,-0,-0,-0,1
0.552,-0,-3.2094,-0,-0,-0,-0,1
0.553,-0,-3.2689,-0,-0,-0,-0,1
0.554,-0,-3.3282,-0,-0,-0,-0,1
0.555,-0,-3.3874,-0,-0,-0,-0,1
0.556,-0,-3.4464,-0,-0,-0,-0,1
0.557,-0,-3.5053,-0,-0,-0,-0,1
0.558,-0,-3.5641,-0,-0,-0,-0,1
0.559,-0,-3.6228,-0,-0,-0,-0,1
0.56,-0,-3.6812,-0,-0,-0,-0,1
0.561,-0,-3.7396,-0,-0,-0,-0,1
0.562,-0,-3.7978,-0,-0,-0,-0,1
0.563,-0,-3.8558,-0,-0,-0,-0,1
0.564,-0,-3.9137,-0,-0,-0,-0,1
0.565,-0,-3.9715,-0,-0,-0,-0,1
0.566,-0,-4.0291,-0,-0,-0,-0,1
0.567,-0,-4.0865,-0,-0,-0,-0,1
0.568,-0,-4.1438,-0,-0,-0,-0,1
0.569,-0,-4.2009,-0,-0,-0,-0,1
0.57,-0,-4.2578,-0,-0,-0,-0,1
0.571,-0,-4.3146,-0,-0,-0,-0,1
0.572,-0,-4.3712,-0,-0,-0,-0,1
0.573,-0,-4.4276,-0,-0,-0,-0,1
0.574,-0,-4.4838,-0,-0,-0,-0,1
0.575,-0,-4.5399,-0,-0,-0,-0,1
0.576,-0,-4.5958,-0,-0,-0,-0,1
0.577,-0,-4.6515,-0,-0,-0,-0,1
0.578,-0,-4.707,-0,-0,-0,-0,1
0.579,-0,-4.7624,-0,-0,-0,-0,1
0.58,-0,-4.8175,-0,-0,-0,-0,1
0.581,-0,-4.8725,-0,-0,-0,-0,1
0.582,-0,-4.9273,-0,-0,-0,-0,1
0.583,-0,-4.9819,-0,-0,-0,-0,1
0.584,-0,-5.0362,-0,-0,-0,-0,1
0.585,-0,-5.0904,-0,-0,-0,-0,1
0.586,-0,-5.1444,-0,-0,-0,-0,1
0.587,-0,-5.1982,-0,-0,-0,-0,1
0.588,-0,-5.2517,-0,-0,-0,-0,1
0.589,-0,-5.3051,-0,-0,-0,-0,1
0.59,-0,-5.3583,-0,-0,-0,-0,1
0.591,-0,-5.4112,-0,-0,-0,-0,1
0.592,-0,-5.4639,-0,-0,-0,-0,1
0.593,-0,-5.5165,-0,-0,-0,-0,1
0.594,-0,-5.5688,-0,-0,-0,-0,1
0.595,-0,-5.6208,-0,-0,-0,-0,1
0.596,-0,-5.6727,-0,-0,-0,-0,1
0.597,-0,-5.7243,-0,-0,-0,-0,1
0.598,-0,-5.7757,-0,-0,-0,-0,1
0.599,-0,-5.8269,-0,-0,-0,-0,1
0.6,-0,-5.8779,-0,-0,-0,-0,1
0.601,-0,-5.9286,-0,-0,-0,-0,1
0.602,-0,-5.979,-0,-0,-0,-0,1
0.603,-0,-6.0293,-0,-0,-0,-0,1
0.604,-0,-6.0793,-0,-0,-0,-0,1
0.605,-0,-6.1291,-0,-0,-0,-0,1
0.606,-0,-6.1786,-0,-0,-0,-0,1
0.607,-0,-6.2279,-0,-0,-0,-0,1
0.608,-0,-6.2769,-0,-0,-0,-0,1
0.609,-0,-6.3257,-0,-0,-0,-0,1
0.61,-0,-6.3742,-0,-0,-0,-0,1
0.611,-0,-6.4225,-0,-0,-0,-0,1
0.612,-0,-6.4706,-0,-0,-0,-0,1
0.613,-0,-6.5183,-0,-0,-0,-0,1
0.614,-0,-6.5659,-0,-0,-0,-0,1
0.615,-0,-6.6131,-0,-0,-0,-0,1
0.616,-0,-6.6601,-0,-0,-0,-0,1
0.617,-0,-6.7069,-0,-0,-0,-0,1
0.618,-0,-6.7533,-0,-0,-0,-0,1
0.619,-0,-6.7995,-0,-0,-0,-0,1
0.62,-0,-6.8455,-0,-0,-0,-0,1
0.621,-0,-6.8911,-0,-0,-0,-0,1
0.622,-0,-6.9365,-0,-0,-0,-0,1
0.623,-0,-6.9817,-0,-0,-0,-0,1
0.624,-0,-7.0265,-0,-0,-0,-0,1
0.625,-0,-7.0711,-0,-0,-0,-0,1
0.626,-0,-7.1154,-0,-0,-0,-0,1
0.627,-0,-7.1594,-0,-0,-0,-0,1
0.628,-0,-7.2031,-0,-0,-0,-0,1
