time,pitch,roll,yaw,trans_ap,trans_ml,trans_ud,scale
0.397,0,6.0293,0,0.12059,0,0,2.1029
0.398,0,5.979,0,0.11958,0,0,2.0979
0.399,0,5.9286,0,0.11857,0,0,2.0929
0.4,0,5.8779,0,0.11756,0,0,2.0878
0.401,0,5.8269,0,0.11654,0,0,2.0827
0.402,0,5.7757,0,0.11551,0,0,2.0776
0.403,0,5.7243,0,0.11449,0,0,2.0724
0.404,0,5.6727,0,0.11345,0,0,2.0673
0.405,0,5.6208,0,0.11242,0,0,2.0621
0.406,0,5.5688,0,0.11138,0,0,2.0569
0.407,0,5.5165,0,0.11033,0,0,2.0516
0.408,0,5.4639,0,0.10928,0,0,2.0464
0.409,0,5.4112,0,0.10822,0,0,2.0411
0.41,0,5.3583,0,0.10717,0,0,2.0358
0.411,0,5.3051,0,0.1061,0,0,2.0305
0.412,0,5.2517,0,0.10503,0,0,2.0252
0.413,0,5.1982,0,0.10396,0,0,2.0198
0.414,0,5.1444,0,0.10289,0,0,2.0144
0.415,0,5.0904,0,0.10181,0,0,2.009
0.416,0,5.0362,0,0.10072,0,0,2.0036
0.417,0,4.9819,0,0.099637,0,0,1.9982
0.418,0,4.9273,0,0.098545,0,0,1.9927
0.419,0,4.8725,0,0.09745,0,0,1.9873
0.42,0,4.8175,0,0.096351,0,0,1.9818
0.421,0,4.7624,0,0.095248,0,0,1.9762
0.422,0,4.707,0,0.094141,0,0,1.9707
0.423,0,4.6515,0,0.09303,0,0,1.9652
0.424,0,4.5958,0,0.091916,0,0,1.9596
0.425,0,4.5399,0,0.090798,0,0,1.954
0.426,0,4.4838,0,0.089677,0,0,1.9484
0.427,0,4.4276,0,0.088552,0,0,1.9428
0.428,0,4.3712,0,0.087423,0,0,1.9371
0.429,0,4.3146,0,0.086291,0,0,1.9315
0.43,0,4.2578,0,0.085156,0,0,1.9258
0.431,0,4.2009,0,0.084017,0,0,1.9201
0.432,0,4.1438,0,0.082875,0,0,1.9144
0.433,0,4.0865,0,0.08173,0,0,1.9086
0.434,0,4.0291,0,0.080581,0,0,1.9029
0.435,0,3.9715,0,0.07943,0,0,1.8971
0.436,0,3.9137,0,0.078275,0,0,1.8914
0.437,0,3.8558,0,0.077117,0,0,1.8856
0.438,0,3.7978,0,0.075956,0,0,1.8798
0.439,0,3.7396,0,0.074792,0,0,1.874
0.44,0,3.6812,0,0.073625,0,0,1.8681
0.441,0,3.6228,0,0.072455,0,0,1.8623
0.442,0,3.5641,0,0.071282,0,0,1.8564
0.443,0,3.5053,0,0.070107,0,0,1.8505
0.444,0,3.4464,0,0.068929,0,0,1.8446
0.445,0,3.3874,0,0.067748,0,0,1.8387
0.446,0,3.3282,0,0.066564,0,0,1.8328
0.447,0,3.2689,0,0.065378,0,0,1.8269
0.448,0,3.2094,0,0.064189,0,0,1.8209
0.449,0,3.1499,0,0.062997,0,0,1.815
0.45,0,3.0902,0,0.061803,0,0,1.809
0.451,0,3.0304,0,0.060607,0,0,1.803
0.452,0,2.9704,0,0.059408,0,0,1.797
0.453,0,2.9104,0,0.058207,0,0,1.791
0.454,0,2.8502,0,0.057004,0,0,1.785
0.455,0,2.7899,0,0.055798,0,0,1.779
0.456,0,2.7295,0,0.05459,0,0,1.773
0.457,0,2.669,0,0.05338,0,0,1.7669
0.458,0,2.6084,0,0.052168,0,0,1.7608
0.459,0,2.5477,0,0.050954,0,0,1.7548
0.46,0,2.4869,0,0.049738,0,0,1.7487
0.461,0,2.426,0,0.04852,0,0,1.7426
0.462,0,2.365,0,0.0473,0,0,1.7365
0.463,0,2.3039,0,0.046078,0,0,1.7304
0.464,0,2.2427,0,0.044854,0,0,1.7243
0.465,0,2.1814,0,0.043629,0,0,1.7181
0.466,0,2.1201,0,0.042401,0,0,1.712
0.467,0,2.0586,0,0.041173,0,0,1.7059
0.468,0,1.9971,0,0.039942,0,0,1.6997
0.469,0,1.9355,0,0.03871,0,0,1.6935
0.47,0,1.8738,0,0.037476,0,0,1.6874
0.471,0,1.8121,0,0.036241,0,0,1.6812
0.472,0,1.7502,0,0.035005,0,0,1.675
0.473,0,1.6883,0,0.033767,0,0,1.6688
0.474,0,1.6264,0,0.032527,0,0,1.6626
0.475,0,1.5643,0,0.031287,0,0,1.6564
0.476,0,1.5023,0,0.030045,0,0,1.6502
0.477,0,1.4401,0,0.028802,0,0,1.644
0.478,0,1.3779,0,0.027558,0,0,1.6378
0.479,0,1.3156,0,0.026313,0,0,1.6316
0.48,0,1.2533,0,0.025067,0,0,1.6253
0.481,0,1.191,0,0.023819,0,0,1.6191
0.482,0,1.1286,0,0.022571,0,0,1.6129
0.483,0,1.0661,0,0.021322,0,0,1.6066
0.484,0,1.0036,0,0.020072,0,0,1.6004
0.485,0,0.94108,0,0.018822,0,0,1.5941
0.486,0,0.87851,0,0.01757,0,0,1.5879
0.487,0,0.81591,0,0.016318,0,0,1.5816
0.488,0,0.75327,0,0.015065,0,0,1.5753
0.489,0,0.6906,0,0.013812,0,0,1.5691
0.49,0,0.62791,0,0.012558,0,0,1.5628
0.491,0,0.56519,0,0.011304,0,0,1.5565
0.492,0,0.50244,0,0.010049,0,0,1.5502
0.493,0,0.43968,0,0.0087936,0,0,1.544
0.494,0,0.3769,0,0.007538,0,0,1.5377
0.495,0,0.31411,0,0.0062822,0,0,1.5314
0.496,0,0.2513,0,0.005026,0,0,1.5251
0.497,0,0.18848,0,0.0037697,0,0,1.5188
0.498,0,0.12566,0,0.0025132,0,0,1.5126
0.499,0,0.062831,0,0.0012566,0,0,1.5063
0.5,0,1.2246e-15,0,2.4493e-17,0,0,1.5
0.501,-0,-0.062831,-0,-0.0012566,-0,-0,1.4937
0.502,-0,-0.12566,-0,-0.0025132,-0,-0,1.4874
0.503,-0,-0.18848,-0,-0.0037697,-0,-0,1.4812
0.504,-0,-0.2513,-0,-0.005026,-0,-0,1.4749
0.505,-0,-0.31411,-0,-0.0062822,-0,-0,1.4686
0.506,-0,-0.3769,-0,-0.007538,-0,-0,1.4623
0.507,-0,-0.43968,-0,-0.0087936,-0,-0,1.456
0.508,-0,-0.50244,-0,-0.010049,-0,-0,1.4498
0.509,-0,-0.56519,-0,-0.011304,-0,-0,1.4435
0.51,-0,-0.62791,-0,-0.012558,-0,-0,1.4372
0.511,-0,-0.6906,-0,-0.013812,-0,-0,1.4309
0.512,-0,-0.75327,-0,-0.015065,-0,-0,1.4247
0.513,-0,-0.81591,-0,-0.016318,-0,-0,1.4184
0.514,-0,-0.87851,-0,-0.01757,-0,-0,1.4121
0.515,-0,-0.94108,-0,-0.018822,-0,-0,1.4059
